strategy,corrective,case_id,question,context_recall,context_precision,faithfulness,correctness,answer_relevancy,is_relevant_but_incorrect,latency_ms,estimated_cost_usd,corrective_category,corrective_attempts
hyde,False,cluster-005,What is a ResourceQuota and how does it limit resource usage per namespace?,1.0,1.0,1.0,0.85,1.0,False,6749.102741945535,0.00087327,,
hyde,False,networking-001,"What is the difference between ClusterIP, NodePort, and LoadBalancer services?",1.0,1.0,1.0,1.0,1.0,False,9942.450008005835,0.00104924,,
hyde,False,networking-002,How does Kubernetes DNS work for services?,1.0,1.0,1.0,0.9,1.0,False,7986.850291956216,0.00078363,,
hyde,False,networking-003,What is an Ingress and how does it differ from a Service?,1.0,1.0,1.0,0.9,1.0,False,7540.184908080846,0.00045589,,
hyde,False,networking-004,How do Network Policies restrict traffic between pods?,1.0,1.0,1.0,0.9,1.0,False,5465.129732969217,0.00060406,,
hyde,False,networking-005,What is a headless service in Kubernetes?,1.0,1.0,1.0,1.0,1.0,False,5118.630928103812,0.00029005999999999997,,
hyde,False,networking-006,How do pods communicate with each other across nodes in Kubernetes?,1.0,0.8,1.0,0.85,1.0,False,3890.7382609322667,0.00026736999999999996,,
hyde,False,rbac-001,How do I configure RBAC in Kubernetes?,1.0,1.0,0.0,0.0,0.0,False,5837.839134968817,0.00062186,,
hyde,False,scheduling-001,How do I set CPU and memory resource limits on a Kubernetes container?,1.0,1.0,1.0,1.0,1.0,False,8294.407840934582,0.0009345,,
hyde,False,scheduling-002,What is the difference between a liveness probe and a readiness probe?,0.0,1.0,1.0,0.9,1.0,False,5015.582164051011,0.00029673,,
hyde,False,scheduling-003,How do taints and tolerations control pod scheduling in Kubernetes?,1.0,1.0,1.0,0.9,1.0,False,5017.246384057216,0.00031486999999999997,,
hyde,False,scheduling-004,What is the Horizontal Pod Autoscaler and how does it work?,1.0,1.0,1.0,0.85,1.0,False,7531.964493915439,0.0007063999999999999,,
hyde,False,scheduling-005,What is node affinity and how does it differ from nodeSelector?,1.0,0.8,1.0,0.9,1.0,False,5383.082119980827,0.00033026999999999997,,
hyde,False,storage-001,What is the difference between a PersistentVolume and a PersistentVolumeClaim?,1.0,1.0,1.0,1.0,1.0,False,9879.408953012899,0.00070171,,
hyde,False,storage-002,What is a StorageClass in Kubernetes?,1.0,1.0,1.0,0.9,1.0,False,5265.5858469661325,0.00028771,,
hyde,False,storage-003,How do ConfigMaps differ from Secrets in Kubernetes?,1.0,0.8,1.0,0.9,1.0,False,8498.961642966606,0.0006253399999999999,,
hyde,False,storage-004,How do you mount a Secret into a Pod as a file?,1.0,1.0,1.0,1.0,1.0,False,8703.848051954992,0.00086433,,
hyde,False,storage-005,What access modes do PersistentVolumes support?,0.0,0.2,0.0,0.0,0.0,False,3906.5161059843376,0.00022592,,
hyde,False,pods-001,What is a Kubernetes Pod?,1.0,1.0,1.0,0.9,1.0,False,6128.251184010878,0.00084108,,
hyde,False,pods-002,What are the phases of a Pod lifecycle?,1.0,1.0,1.0,1.0,1.0,False,4200.9131639497355,0.00029474,,
hyde,False,workloads-001,How do Deployments manage rolling updates in Kubernetes?,1.0,1.0,1.0,1.0,1.0,False,8496.41762895044,0.00086714,,
hyde,False,workloads-002,When should I use a StatefulSet instead of a Deployment?,1.0,1.0,1.0,1.0,1.0,False,3890.779228066094,0.00024793,,
hyde,False,workloads-003,What is a DaemonSet used for in Kubernetes?,1.0,1.0,1.0,0.85,1.0,False,3890.9098459407687,0.00027727,,
hyde,False,workloads-004,How do Kubernetes Jobs differ from Deployments?,1.0,1.0,1.0,0.9,1.0,False,4579.058662056923,0.00028848000000000003,,
hyde,False,workloads-005,What are init containers and when are they useful?,1.0,1.0,1.0,1.0,1.0,False,10371.686675935052,0.0008280399999999999,,
hyde,False,workloads-006,What is a ReplicaSet and how does it relate to a Deployment?,1.0,1.0,1.0,1.0,1.0,False,6353.72113797348,0.00024911000000000003,,
hyde,True,cluster-001,What is the purpose of namespaces in Kubernetes?,1.0,1.0,1.0,0.9,1.0,False,5031.365367001854,0.00060463,correct,1
hyde,True,cluster-002,What is a ServiceAccount and how is it used by pods?,1.0,1.0,1.0,0.9,1.0,False,8395.711890072562,0.0013002600000000001,correct,1
hyde,True,cluster-003,What is a CustomResourceDefinition (CRD) and why is it used?,1.0,1.0,1.0,0.9,1.0,False,4701.208665035665,0.0004927800000000001,correct,1
hyde,True,cluster-004,What are the main components of the Kubernetes control plane?,0.0,1.0,1.0,1.0,1.0,False,4918.840471073054,0.00034704999999999995,correct,1
hyde,True,cluster-005,What is a ResourceQuota and how does it limit resource usage per namespace?,1.0,1.0,1.0,0.85,1.0,False,6759.489784017205,0.00055863,correct,1
hyde,True,networking-001,"What is the difference between ClusterIP, NodePort, and LoadBalancer services?",1.0,1.0,1.0,1.0,1.0,False,8643.505265004933,0.0009625199999999999,correct,1
hyde,True,networking-002,How does Kubernetes DNS work for services?,1.0,1.0,1.0,0.85,1.0,False,11636.555364006199,0.00134563,correct,1
hyde,True,networking-003,What is an Ingress and how does it differ from a Service?,1.0,1.0,1.0,0.9,1.0,False,7266.199468984269,0.00056479,correct,1
hyde,True,networking-004,How do Network Policies restrict traffic between pods?,1.0,1.0,1.0,0.85,1.0,False,6859.818075085059,0.0010787899999999998,correct,1
hyde,True,networking-005,What is a headless service in Kubernetes?,1.0,1.0,1.0,1.0,1.0,False,7374.0436469670385,0.0007069099999999999,correct,1
hyde,True,networking-006,How do pods communicate with each other across nodes in Kubernetes?,1.0,1.0,1.0,0.85,1.0,False,7475.155094987713,0.00058252,correct,1
hyde,True,rbac-001,How do I configure RBAC in Kubernetes?,1.0,1.0,0.0,0.0,0.0,False,6551.859555998817,0.00087241,correct,1
hyde,True,scheduling-001,How do I set CPU and memory resource limits on a Kubernetes container?,1.0,1.0,1.0,0.9,1.0,False,10940.620267996565,0.00133622,correct,1
hyde,True,scheduling-002,What is the difference between a liveness probe and a readiness probe?,0.0,1.0,1.0,1.0,1.0,False,6648.092979914509,0.0008622,correct,1
hyde,True,scheduling-003,How do taints and tolerations control pod scheduling in Kubernetes?,1.0,1.0,1.0,0.9,1.0,False,5349.605843075551,0.00049628,correct,1
hyde,True,scheduling-004,What is the Horizontal Pod Autoscaler and how does it work?,1.0,1.0,1.0,0.85,1.0,False,9114.110945025459,0.00058295,correct,1
hyde,True,scheduling-005,What is node affinity and how does it differ from nodeSelector?,1.0,1.0,1.0,0.9,1.0,False,9739.037094986998,0.00068667,correct,1
hyde,True,storage-001,What is the difference between a PersistentVolume and a PersistentVolumeClaim?,1.0,1.0,1.0,1.0,1.0,False,8384.852445917204,0.0006273499999999999,correct,1
hyde,True,storage-002,What is a StorageClass in Kubernetes?,1.0,1.0,1.0,0.9,1.0,False,6247.324050986208,0.0007698,correct,1
hyde,True,storage-003,How do ConfigMaps differ from Secrets in Kubernetes?,0.5,0.75,1.0,0.9,1.0,False,5831.771441968158,0.00052679,correct,1
hyde,True,storage-004,How do you mount a Secret into a Pod as a file?,1.0,1.0,1.0,1.0,1.0,False,9732.092275982723,0.00105492,correct,1
hyde,True,storage-005,What access modes do PersistentVolumes support?,0.0,0.5,0.0,0.0,0.0,False,5628.940460970625,0.00056142,ambiguous,1
hyde,True,pods-001,What is a Kubernetes Pod?,1.0,1.0,1.0,0.85,1.0,False,4879.49074502103,0.00050073,correct,1
hyde,True,pods-002,What are the phases of a Pod lifecycle?,1.0,1.0,1.0,1.0,1.0,False,4341.377760050818,0.00042817999999999996,correct,1
hyde,True,workloads-001,How do Deployments manage rolling updates in Kubernetes?,1.0,1.0,1.0,1.0,1.0,False,8398.602829081938,0.00056969,correct,1
hyde,True,workloads-002,When should I use a StatefulSet instead of a Deployment?,1.0,1.0,1.0,1.0,1.0,False,5120.079235988669,0.00040767999999999995,correct,1
hyde,True,workloads-003,What is a DaemonSet used for in Kubernetes?,1.0,1.0,1.0,0.85,1.0,False,4706.089726067148,0.00046911999999999995,correct,1
hyde,True,workloads-004,How do Kubernetes Jobs differ from Deployments?,1.0,1.0,1.0,0.9,1.0,False,9002.48347199522,0.00071689,correct,1
hyde,True,workloads-005,What are init containers and when are they useful?,1.0,1.0,1.0,1.0,1.0,False,8098.95867400337,0.0008410000000000001,correct,1
hyde,True,workloads-006,What is a ReplicaSet and how does it relate to a Deployment?,1.0,1.0,1.0,1.0,1.0,False,5732.461987994611,0.00038048,correct,1
full,False,cluster-001,What is the purpose of namespaces in Kubernetes?,0.0,1.0,1.0,1.0,1.0,False,7514.408861054108,0.0010104699999999999,,
full,False,cluster-002,What is a ServiceAccount and how is it used by pods?,1.0,1.0,1.0,1.0,1.0,False,8498.819202999584,0.00112812,,
full,False,cluster-003,What is a CustomResourceDefinition (CRD) and why is it used?,1.0,1.0,1.0,0.85,1.0,False,9313.035571016371,0.00080865,,
full,False,cluster-004,What are the main components of the Kubernetes control plane?,0.0,1.0,1.0,1.0,1.0,False,10756.071866955608,0.0007474,,
full,False,cluster-005,What is a ResourceQuota and how does it limit resource usage per namespace?,0.0,1.0,1.0,0.9,1.0,False,12389.069819939323,0.0009155,,
full,False,networking-001,"What is the difference between ClusterIP, NodePort, and LoadBalancer services?",1.0,1.0,1.0,1.0,1.0,False,9148.286469979212,0.00137697,,
full,False,networking-002,How does Kubernetes DNS work for services?,0.0,1.0,1.0,0.85,1.0,False,9195.54208300542,0.0010903199999999999,,
full,False,networking-003,What is an Ingress and how does it differ from a Service?,0.0,0.8,1.0,0.9,1.0,False,10840.511540067382,0.00098509,,
full,False,networking-004,How do Network Policies restrict traffic between pods?,1.0,1.0,1.0,0.75,1.0,False,10853.860866976902,0.00082152,,
full,False,networking-005,What is a headless service in Kubernetes?,1.0,1.0,1.0,1.0,1.0,False,7874.7989339753985,0.0010394599999999999,,
full,False,networking-006,How do pods communicate with each other across nodes in Kubernetes?,1.0,1.0,1.0,0.9,1.0,False,8817.051887977868,0.0008276199999999999,,
full,False,rbac-001,How do I configure RBAC in Kubernetes?,1.0,1.0,1.0,0.9,1.0,False,11881.460658973083,0.00133994,,
full,False,scheduling-001,How do I set CPU and memory resource limits on a Kubernetes container?,1.0,1.0,1.0,0.9,1.0,False,10454.555995063856,0.00120421,,
full,False,scheduling-002,What is the difference between a liveness probe and a readiness probe?,0.0,1.0,1.0,1.0,1.0,False,12072.193940053694,0.00099622,,
full,False,scheduling-003,How do taints and tolerations control pod scheduling in Kubernetes?,1.0,0.8,1.0,0.9,1.0,False,11365.292611066252,0.0011037,,
full,False,scheduling-004,What is the Horizontal Pod Autoscaler and how does it work?,1.0,1.0,1.0,0.9,1.0,False,31457.051432924345,0.0009419,,
full,False,scheduling-005,What is node affinity and how does it differ from nodeSelector?,1.0,1.0,1.0,0.85,1.0,False,11188.921781023964,0.0009042999999999999,,
full,False,storage-001,What is the difference between a PersistentVolume and a PersistentVolumeClaim?,1.0,1.0,1.0,1.0,1.0,False,17585.969061939977,0.00101499,,
full,False,storage-002,What is a StorageClass in Kubernetes?,0.0,1.0,1.0,0.7,1.0,False,8512.815454043448,0.00070218,,
full,False,storage-003,How do ConfigMaps differ from Secrets in Kubernetes?,0.5,0.6,1.0,0.9,1.0,False,13314.254593919031,0.00113429,,
full,False,storage-004,How do you mount a Secret into a Pod as a file?,1.0,1.0,1.0,0.9,1.0,False,14120.37630903069,0.00112493,,
full,False,storage-005,What access modes do PersistentVolumes support?,1.0,0.6,0.5,0.75,1.0,False,9424.253902980126,0.00097094,,
full,False,pods-001,What is a Kubernetes Pod?,1.0,1.0,1.0,0.9,1.0,False,8909.43388803862,0.00073998,,
full,False,pods-002,What are the phases of a Pod lifecycle?,1.0,1.0,1.0,1.0,1.0,False,6448.036722023971,0.0008051299999999999,,
full,False,workloads-001,How do Deployments manage rolling updates in Kubernetes?,1.0,0.8,1.0,0.9,1.0,False,8396.19074203074,0.0009242899999999999,,
full,False,workloads-002,When should I use a StatefulSet instead of a Deployment?,1.0,1.0,1.0,1.0,1.0,False,9524.692496052012,0.00065094,,
full,False,workloads-003,What is a DaemonSet used for in Kubernetes?,1.0,1.0,1.0,0.9,1.0,False,12797.991661936976,0.0006593199999999999,,
full,False,workloads-004,How do Kubernetes Jobs differ from Deployments?,0.0,0.6,1.0,1.0,1.0,False,9727.375629008748,0.0007257899999999999,,
full,False,workloads-005,What are init containers and when are they useful?,1.0,1.0,1.0,1.0,1.0,False,15188.278766931035,0.00086991,,
full,False,workloads-006,What is a ReplicaSet and how does it relate to a Deployment?,1.0,1.0,1.0,0.9,1.0,False,11534.097196999937,0.00074743,,
full,True,cluster-001,What is the purpose of namespaces in Kubernetes?,0.0,1.0,1.0,0.9,1.0,False,10435.513332951814,0.00127078,correct,1
full,True,cluster-002,What is a ServiceAccount and how is it used by pods?,1.0,1.0,1.0,1.0,1.0,False,12285.142078995705,0.00119989,correct,1
full,True,cluster-003,What is a CustomResourceDefinition (CRD) and why is it used?,1.0,1.0,1.0,0.9,1.0,False,19458.719084970653,0.0009793,correct,1
full,True,cluster-004,What are the main components of the Kubernetes control plane?,0.0,1.0,1.0,1.0,1.0,False,9932.800994021818,0.00064135,correct,1
full,True,cluster-005,What is a ResourceQuota and how does it limit resource usage per namespace?,1.0,1.0,1.0,0.75,1.0,False,10546.243160031736,0.0011233999999999999,correct,1
full,True,networking-001,"What is the difference between ClusterIP, NodePort, and LoadBalancer services?",1.0,1.0,1.0,1.0,1.0,False,13299.425823963247,0.00161939,correct,1
full,True,networking-002,How does Kubernetes DNS work for services?,0.0,1.0,1.0,0.85,1.0,False,11889.628118951805,0.00142528,correct,1
full,True,networking-003,What is an Ingress and how does it differ from a Service?,0.0,0.75,1.0,0.9,1.0,False,11057.916326913983,0.0011029899999999999,correct,1
full,True,networking-004,How do Network Policies restrict traffic between pods?,1.0,1.0,1.0,0.85,1.0,False,11279.598529916257,0.0010021399999999999,correct,1
full,True,networking-005,What is a headless service in Kubernetes?,1.0,1.0,1.0,1.0,1.0,False,11046.22733592987,0.0009287699999999999,correct,1
full,True,networking-006,How do pods communicate with each other across nodes in Kubernetes?,0.0,1.0,1.0,0.8,1.0,False,12183.76427097246,0.00086632,correct,1
full,True,rbac-001,How do I configure RBAC in Kubernetes?,1.0,1.0,0.0,0.0,0.0,False,615001.5850219643,0.00123143,correct,1
full,True,scheduling-001,How do I set CPU and memory resource limits on a Kubernetes container?,1.0,1.0,1.0,0.9,1.0,False,22550.296870060265,0.0014454,correct,1
full,True,scheduling-002,What is the difference between a liveness probe and a readiness probe?,0.0,1.0,1.0,1.0,1.0,False,19216.83737298008,0.0009629899999999999,correct,1
full,True,scheduling-003,How do taints and tolerations control pod scheduling in Kubernetes?,1.0,0.8,1.0,0.9,1.0,False,20378.84572101757,0.00133733,correct,1
full,True,scheduling-004,What is the Horizontal Pod Autoscaler and how does it work?,1.0,1.0,1.0,0.9,1.0,False,19040.827960008755,0.00152728,correct,1
full,True,scheduling-005,What is node affinity and how does it differ from nodeSelector?,1.0,0.75,1.0,0.9,1.0,False,18845.247525023296,0.0011079199999999999,correct,1
full,True,storage-001,What is the difference between a PersistentVolume and a PersistentVolumeClaim?,1.0,1.0,1.0,1.0,1.0,False,20060.989887919277,0.00111943,correct,1
full,True,storage-002,What is a StorageClass in Kubernetes?,1.0,0.8,1.0,0.9,1.0,False,21062.204365967773,0.00119026,correct,1
full,True,storage-003,How do ConfigMaps differ from Secrets in Kubernetes?,1.0,1.0,1.0,1.0,1.0,False,19903.747757081874,0.0011630899999999999,correct,1
full,True,storage-004,How do you mount a Secret into a Pod as a file?,1.0,0.67,1.0,0.85,1.0,False,20482.502659084275,0.00119313,correct,1
full,True,storage-005,What access modes do PersistentVolumes support?,1.0,0.75,0.75,0.75,1.0,False,15883.088245987892,0.00111422,correct,1
full,True,pods-001,What is a Kubernetes Pod?,1.0,0.75,1.0,0.75,1.0,False,21287.35611506272,0.00116756,correct,1
full,True,pods-002,What are the phases of a Pod lifecycle?,1.0,0.0,0.0,0.0,0.0,False,19968.286680988967,0.0007706300000000001,ambiguous,1
full,True,workloads-001,How do Deployments manage rolling updates in Kubernetes?,1.0,0.75,1.0,0.85,1.0,False,20071.278231102042,0.00116189,correct,1
full,True,workloads-002,When should I use a StatefulSet instead of a Deployment?,1.0,1.0,1.0,1.0,1.0,False,16588.097876985557,0.0007367,correct,1
full,True,workloads-003,What is a DaemonSet used for in Kubernetes?,1.0,0.75,1.0,0.9,1.0,False,18259.99820791185,0.00097177,correct,1
full,True,workloads-004,How do Kubernetes Jobs differ from Deployments?,1.0,0.0,0.0,0.0,0.0,False,24031.112508033402,0.00096859,correct,1
full,True,workloads-005,What are init containers and when are they useful?,1.0,1.0,1.0,1.0,1.0,False,17919.422826031223,0.00121617,correct,1
full,True,workloads-006,What is a ReplicaSet and how does it relate to a Deployment?,1.0,1.0,1.0,0.9,1.0,False,21195.62335102819,0.0009204,correct,1
