strategy,corrective,case_id,question,context_recall,context_precision,faithfulness,correctness,answer_relevancy,is_relevant_but_incorrect,latency_ms,estimated_cost_usd,corrective_category,corrective_attempts
hybrid,False,version-sensitive-035,What attribute is used to specify the class of a Persistent Volume (PV) in this Kubernetes version?,1.0,1.0,1.0,1.0,1.0,False,4198.137625004165,0.0006053499999999999,,
hybrid,False,version-sensitive-036,What is the apiVersion used for the Deployment object in the provided base/deployment.yaml manifest?,1.0,1.0,1.0,1.0,1.0,False,4092.751487973146,0.00063713,,
hybrid,False,version-sensitive-037,"In the given Pod specification, what is the mount path and the read-only state of the volume mounted from the host?",1.0,0.0,1.0,0.0,0.0,False,6960.392376058735,0.0005968799999999999,,
hybrid,False,version-sensitive-038,What must be added to the `VolumeSnapshotContent` to allow users to create a `PersistentVolumeClaim` from an existing `VolumeSnapshot` with a different volume mode than the source?,1.0,1.0,1.0,1.0,1.0,False,2908.8809069944546,0.00056056,,
hybrid,False,pods-001,What is a Kubernetes Pod?,1.0,0.6,1.0,0.75,1.0,False,1322.6616609608755,0.00021552,,
hybrid,False,pods-002,What are the phases of a Pod lifecycle?,1.0,1.0,1.0,1.0,1.0,False,992.6993800327182,0.00016382999999999998,,
hybrid,False,workloads-001,How do Deployments manage rolling updates in Kubernetes?,0.0,1.0,1.0,0.85,1.0,False,1388.9057269552723,0.000185,,
hybrid,False,workloads-002,When should I use a StatefulSet instead of a Deployment?,1.0,1.0,1.0,1.0,1.0,False,3526.573336101137,0.00044621,,
hybrid,False,workloads-003,What is a DaemonSet used for in Kubernetes?,1.0,0.6,1.0,0.9,1.0,False,3687.5871709780768,0.0004946,,
hybrid,False,workloads-004,How do Kubernetes Jobs differ from Deployments?,0.0,0.6,1.0,0.9,1.0,False,4380.204537068494,0.0004900799999999999,,
hybrid,False,workloads-005,What are init containers and when are they useful?,1.0,1.0,1.0,0.9,1.0,False,4626.009413972497,0.00058715,,
hybrid,False,workloads-006,What is a ReplicaSet and how does it relate to a Deployment?,1.0,1.0,1.0,1.0,1.0,False,7879.70349797979,0.0007687299999999999,,
hybrid,False,workloads-007,What are the common ways to use ConfigMaps in Kubernetes?,1.0,1.0,1.0,1.0,1.0,False,4204.4281150447205,0.0007541399999999999,,
hybrid,False,workloads-008,How does a DaemonSet ensure that Pods are scheduled on eligible nodes?,1.0,1.0,1.0,0.9,1.0,False,5227.244816021994,0.00068518,,
hybrid,False,workloads-009,How are Pods deployed and terminated in a StatefulSet?,1.0,1.0,1.0,1.0,1.0,False,3992.501734988764,0.00063894,,
hybrid,False,workloads-010,What happens when I use the `kubectl delete` command with `--grace-period=0` and `--force`?,1.0,1.0,1.0,0.75,1.0,False,4505.684107076377,0.0008610699999999999,,
hybrid,False,workloads-011,What are some uses for Secrets in Kubernetes?,1.0,1.0,1.0,1.0,1.0,False,4170.824815053493,0.0008022299999999999,,
hybrid,False,workloads-012,What is the HTTP request format to get the status of a specific PriorityLevelConfiguration?,1.0,1.0,1.0,1.0,1.0,False,4118.252602987923,0.00078484,,
hybrid,False,workloads-013,What is required in the .spec.template of a ReplicaSet manifest?,1.0,1.0,1.0,1.0,1.0,False,3486.1935949884355,0.00065323,,
hybrid,False,workloads-014,What are the required fields for the `.spec` in a Deployment?,1.0,1.0,0.5,1.0,1.0,False,3374.980223015882,0.00066688,,
hybrid,False,workloads-015,What is the HTTP request method and endpoint for deleting a ValidatingWebhookConfiguration in Kubernetes?,1.0,1.0,1.0,1.0,1.0,False,3997.403656016104,0.0008736799999999999,,
hybrid,False,workloads-016,What HTTP request method is used to update a ValidatingWebhookConfiguration?,1.0,0.75,1.0,1.0,1.0,False,2056.0229109833017,0.0006684,,
hybrid,False,workloads-017,How can I scale Indexed Jobs in Kubernetes?,1.0,1.0,1.0,1.0,1.0,False,3475.310106994584,0.0005028299999999999,,
hybrid,False,workloads-018,What happens if I try to set a schedule with `TZ` or `CRON_TZ` in Kubernetes 1.29?,1.0,1.0,1.0,1.0,1.0,False,4362.477882998064,0.00066309,,
hybrid,False,workloads-019,Why is it rare to create individual Pods directly in Kubernetes?,1.0,1.0,1.0,1.0,1.0,False,3588.5851259808987,0.0006599399999999999,,
hybrid,True,cluster-001,What is the purpose of namespaces in Kubernetes?,1.0,1.0,1.0,0.9,1.0,False,4807.229366037063,0.00091698,correct,1
hybrid,True,cluster-002,What is a ServiceAccount and how is it used by pods?,1.0,1.0,1.0,0.9,1.0,False,5810.110906953923,0.00101336,correct,1
hybrid,True,cluster-003,What is a CustomResourceDefinition (CRD) and why is it used?,1.0,1.0,1.0,0.75,1.0,False,4426.722488016821,0.00061427,correct,1
hybrid,True,cluster-004,What are the main components of the Kubernetes control plane?,1.0,0.8,0.0,0.0,0.0,False,4359.263164922595,0.00026557,correct,1
hybrid,True,cluster-005,What is a ResourceQuota and how does it limit resource usage per namespace?,1.0,1.0,1.0,0.9,1.0,False,5267.897372948937,0.00070157,correct,1
hybrid,True,cluster-006,How does Kubernetes manage the lifecycle of container images and what are the thresholds for garbage collection?,1.0,1.0,1.0,1.0,1.0,False,5853.434163960628,0.0009021599999999999,correct,1
hybrid,True,cluster-007,What are the valid values for the mode field in KubeletAuthorization?,1.0,1.0,1.0,1.0,1.0,False,2646.795118926093,0.0003498,correct,1
hybrid,True,cluster-008,What does enabling AppArmor do for Pods running on Linux nodes?,1.0,1.0,1.0,1.0,1.0,False,4097.270917962305,0.00074471,correct,1
hybrid,True,cluster-009,What is API-initiated eviction in Kubernetes?,1.0,1.0,1.0,1.0,1.0,False,6135.114277014509,0.00065478,correct,1
hybrid,True,cluster-010,How can I preserve the client source IP in a Kubernetes Service?,1.0,1.0,1.0,1.0,1.0,False,7767.141225980595,0.00078131,correct,1
hybrid,True,cluster-011,What happens when the annotation rbac.authorization.kubernetes.io/autoupdate is set to 'false' on RBAC objects?,1.0,1.0,1.0,1.0,1.0,False,5443.622617982328,0.00058402,correct,1
hybrid,True,cluster-012,How can I manually upgrade CoreDNS in my Kubernetes cluster?,1.0,1.0,1.0,0.9,1.0,False,6021.154228947125,0.00071484,correct,1
hybrid,True,cluster-013,What is the purpose of the command 'kubeadm init phase upload-config all'?,1.0,1.0,1.0,1.0,1.0,False,2072.5031620822847,0.00016251,correct,1
hybrid,True,cluster-014,What command is used to run pre-flight checks for kubeadm join?,1.0,1.0,1.0,1.0,1.0,False,3888.2999289780855,0.00021917,correct,1
hybrid,True,cluster-015,What does the `TracingConfiguration` provide in Kubernetes?,1.0,1.0,1.0,1.0,1.0,False,1859.0714680030942,0.00041603999999999995,correct,1
hybrid,True,cluster-016,What is the purpose of the label 'batch.kubernetes.io/job-name'?,1.0,1.0,1.0,1.0,1.0,False,4388.235489954241,0.0004212,correct,1
hybrid,True,cluster-017,What command can I use to see the changes that would be applied to static pod manifests during a kubeadm upgrade?,1.0,1.0,1.0,1.0,1.0,False,2460.8488080557436,0.00033575,correct,1
hybrid,True,networking-001,"What is the difference between ClusterIP, NodePort, and LoadBalancer services?",1.0,1.0,1.0,0.9,1.0,False,8697.35551904887,0.00069422,correct,1
hybrid,True,networking-002,How does Kubernetes DNS work for services?,1.0,1.0,1.0,0.85,1.0,False,5559.798061964102,0.00072991,correct,1
hybrid,True,networking-003,What is an Ingress and how does it differ from a Service?,1.0,0.5,1.0,0.9,1.0,False,5616.117233992554,0.0007679799999999999,correct,1
hybrid,True,networking-004,How do Network Policies restrict traffic between pods?,0.0,1.0,1.0,0.85,1.0,False,2492.78678803239,0.00041597999999999993,correct,1
hybrid,True,networking-005,What is a headless service in Kubernetes?,1.0,1.0,1.0,1.0,1.0,False,5181.126888026483,0.0006982799999999999,correct,1
hybrid,True,networking-006,How do pods communicate with each other across nodes in Kubernetes?,0.0,0.8,1.0,0.9,1.0,False,4299.409898929298,0.0008337899999999999,correct,1
hybrid,True,networking-007,What are the steps in the request flow when using a Gateway implemented as a reverse proxy?,1.0,1.0,1.0,1.0,1.0,False,5183.209854061715,0.00079806,correct,1
hybrid,True,networking-008,What is the purpose of the `appProtocol` field in a Kubernetes Service?,1.0,1.0,1.0,1.0,1.0,False,4644.488236051984,0.00095477,correct,1
hybrid,True,networking-009,What is a Resource backend in the context of an Ingress object?,1.0,1.0,1.0,0.9,1.0,False,4304.672055062838,0.00084823,correct,1
hybrid,True,networking-010,What IP address management (IPAM) options are supported on Windows?,1.0,1.0,1.0,1.0,1.0,False,2137.5624089268968,0.00026458,correct,1
hybrid,True,networking-011,What happens to a pod affected by a NetworkPolicy if it is created before the network plugin has handled the NetworkPolicy?,1.0,1.0,1.0,1.0,1.0,False,4636.630553985015,0.00065898,correct,1
hybrid,True,networking-012,What are the required fields for an Ingress resource?,1.0,1.0,1.0,1.0,1.0,False,4118.8767639687285,0.0007842699999999999,correct,1
hybrid,True,networking-013,What are some limitations of the NetworkPolicy API in Kubernetes?,1.0,1.0,1.0,1.0,1.0,False,7211.774731054902,0.00122094,correct,1
hybrid,True,networking-014,What is a Service in Kubernetes and how can it be defined?,1.0,1.0,1.0,1.0,1.0,False,7747.165882028639,0.00102656,correct,1
hybrid,True,networking-015,Who typically creates and manages EndpointSlice objects in Kubernetes?,1.0,1.0,1.0,1.0,1.0,False,3328.6962220445275,0.00060907,correct,1
hybrid,True,networking-016,What are some strategies to mitigate overloaded endpoints when using the PreferClose heuristic in traffic distribution?,1.0,1.0,1.0,1.0,1.0,False,6454.805577988736,0.0008151599999999999,correct,1
hybrid,True,networking-017,What does the `.spec.trafficDistribution` field do in a Kubernetes Service?,0.0,1.0,1.0,0.9,1.0,False,4071.7795009259135,0.00065867,correct,1
hybrid,True,networking-018,What was the method for specifying Ingress classes before Kubernetes 1.18?,1.0,1.0,1.0,1.0,1.0,False,7475.7114220410585,0.00036947,correct,1
hybrid,True,networking-019,When is the topology-aware routing feature not recommended?,0.0,0.0,0.0,0.0,0.0,False,5970.924761961214,0.00050937,correct,2
hybrid,True,networking-020,How are Gateway API resources implemented in Kubernetes?,1.0,1.0,1.0,1.0,1.0,False,4130.161643028259,0.0006439799999999999,correct,1
hybrid,True,rbac-001,How do I configure RBAC in Kubernetes?,1.0,1.0,0.0,0.0,0.0,False,1814.2069429159164,0.00032597999999999997,correct,1
hybrid,True,rbac-002,What issues might arise when upgrading from ABAC to RBAC in Kubernetes?,1.0,1.0,1.0,1.0,1.0,False,5923.949457006529,0.0008097,correct,1
hybrid,True,rbac-003,What roles are associated with the built-in controllers in Kubernetes when the controller manager is not started with the `--use-service-account-credentials` flag?,1.0,1.0,1.0,1.0,1.0,False,7043.458511936478,0.00091995,correct,1
hybrid,True,rbac-004,What permissions are required for a user to create or update a role binding in Kubernetes?,1.0,1.0,1.0,1.0,1.0,False,8092.881815042347,0.00077029,correct,1
hybrid,True,rbac-005,What are the three critical areas of the Runtime phase in cloud-native information security?,1.0,1.0,1.0,1.0,1.0,False,2927.2433019941673,0.00042617,correct,1
hybrid,True,rbac-006,What happens if an expression in a validating admission policy grows too complicated?,1.0,1.0,1.0,0.9,1.0,False,5385.646976064891,0.00050278,correct,1
hybrid,True,rbac-007,What is a virtual control plane in the context of Kubernetes multi-tenancy?,1.0,1.0,1.0,0.9,1.0,False,10547.921887016855,0.00114647,correct,1
hybrid,True,rbac-008,How can I write a policy to allow any authenticated user to perform an action?,1.0,1.0,1.0,1.0,1.0,False,3611.8713750038296,0.0006786199999999999,correct,1
hybrid,True,rbac-009,How can I restrict a Kubernetes workload from running as the root user?,1.0,1.0,1.0,1.0,1.0,False,5037.806237000041,0.0007922799999999999,correct,1
hybrid,True,rbac-010,What does Kubernetes include to help manage information security?,1.0,1.0,1.0,1.0,1.0,False,3534.917140030302,0.0004898,correct,1
hybrid,True,rbac-011,What does the ServiceAccount admission controller do when a Pod is created without a specified serviceAccountName?,1.0,1.0,1.0,0.9,1.0,False,9459.757087053731,0.0011228499999999999,correct,1
hybrid,True,rbac-012,How does Kubernetes authorization relate to existing access control systems?,1.0,1.0,1.0,1.0,1.0,False,4339.1922320006415,0.00075292,correct,1
hybrid,True,scheduling-001,How do I set CPU and memory resource limits on a Kubernetes container?,1.0,1.0,1.0,0.7,1.0,False,3972.587408963591,0.0007111299999999999,correct,1
hybrid,True,scheduling-002,What is the difference between a liveness probe and a readiness probe?,0.0,1.0,1.0,1.0,1.0,False,6317.788296961226,0.00066313,correct,1
hybrid,True,scheduling-003,How do taints and tolerations control pod scheduling in Kubernetes?,1.0,1.0,1.0,0.85,1.0,False,6338.910938007757,0.0007187799999999999,correct,1
hybrid,True,scheduling-004,What is the Horizontal Pod Autoscaler and how does it work?,0.0,0.5,1.0,0.75,1.0,False,5844.847360975109,0.00072311,correct,1
hybrid,True,scheduling-005,What is node affinity and how does it differ from nodeSelector?,1.0,1.0,1.0,0.85,1.0,False,4373.822961002588,0.00057071,correct,1
hybrid,True,scheduling-006,What happens when a node experiences an out of memory (OOM) event before the kubelet can reclaim memory?,1.0,1.0,1.0,1.0,1.0,False,6457.373597077094,0.00081779,correct,1
hybrid,True,scheduling-007,What is an example of a PriorityClass definition in Kubernetes?,1.0,0.5,0.0,0.0,0.0,False,2967.3385419882834,0.0006581399999999999,correct,1
hybrid,True,scheduling-008,What are the known limitations of topology spread constraints in Kubernetes?,1.0,0.0,1.0,0.0,0.0,False,3992.8965360159054,0.00035978999999999997,ambiguous,1
hybrid,True,scheduling-009,What is the role of kube-scheduler in Kubernetes?,1.0,1.0,1.0,1.0,1.0,False,3966.484018950723,0.0009749199999999999,correct,1
hybrid,True,scheduling-010,How can I discover dynamic resources of running Pods in Kubernetes?,1.0,1.0,1.0,1.0,1.0,False,5455.12126898393,0.00061389,correct,1
hybrid,True,scheduling-011,How should the kubelet be configured to avoid scheduling pods that will trigger eviction due to memory pressure?,1.0,1.0,1.0,1.0,1.0,False,3992.1392359538004,0.0005323,correct,1
hybrid,True,scheduling-012,What kubelet garbage collection features have been deprecated and why?,1.0,1.0,1.0,1.0,1.0,False,3795.9380720276386,0.00053379,correct,1
hybrid,True,scheduling-013,How can I configure a minimum reclaim amount for resources in Kubernetes?,1.0,1.0,1.0,1.0,1.0,False,3989.360135048628,0.00037271,correct,1
hybrid,True,scheduling-014,What actions can a permit plugin take at the end of the scheduling cycle for a Pod?,1.0,1.0,1.0,1.0,1.0,False,3581.354593974538,0.00037611,correct,1
hybrid,True,scheduling-015,How can I ensure that my pod is placed into zone B instead of zone C in a Kubernetes cluster?,1.0,1.0,1.0,0.9,1.0,False,5226.224154932424,0.00102852,correct,1
hybrid,True,scheduling-016,What do topology spread constraints rely on to identify the topology domain(s) of nodes?,1.0,1.0,1.0,1.0,1.0,False,4605.675623985007,0.00068434,correct,1
hybrid,True,scheduling-017,What is an example configuration for setting percentageOfNodesToScore in KubeSchedulerConfiguration?,1.0,1.0,1.0,1.0,1.0,False,4304.542107973248,0.00069471,correct,1
hybrid,True,scheduling-018,What feature allows you to control a Pod's scheduling readiness?,1.0,1.0,1.0,1.0,1.0,False,8327.860522083938,0.0006170399999999999,correct,1
hybrid,True,storage-001,What is the difference between a PersistentVolume and a PersistentVolumeClaim?,1.0,1.0,1.0,1.0,1.0,False,4366.916563012637,0.00055093,correct,1
hybrid,True,storage-002,What is a StorageClass in Kubernetes?,1.0,1.0,1.0,0.85,1.0,False,3585.2811990771443,0.00059251,correct,1
hybrid,True,storage-003,How do ConfigMaps differ from Secrets in Kubernetes?,0.0,0.5,1.0,0.9,1.0,False,5085.247362032533,0.0007260499999999999,correct,1
hybrid,True,storage-004,How do you mount a Secret into a Pod as a file?,1.0,1.0,1.0,0.75,1.0,False,5255.327328108251,0.00082031,correct,1
hybrid,True,storage-005,What access modes do PersistentVolumes support?,1.0,0.5,0.0,0.0,0.0,False,4299.373463029042,0.00043201,correct,1
hybrid,True,storage-006,What determines which CSI volume plugin is used for provisioning VolumeSnapshots in a volume snapshot class?,1.0,1.0,1.0,1.0,1.0,False,5632.21045199316,0.00056843,correct,1
hybrid,True,storage-007,What is the HTTP request format to get the status of a PersistentVolumeClaim?,1.0,1.0,1.0,1.0,1.0,False,4505.774050019681,0.0006091699999999999,correct,1
hybrid,True,storage-008,What happens if I specify mount options in a StorageClass but the volume plugin does not support them?,1.0,1.0,1.0,1.0,1.0,False,3101.9383639795706,0.0003586,correct,1
hybrid,True,storage-009,What is the HTTP request method and endpoint for partially updating a StorageClass in Kubernetes?,1.0,1.0,1.0,1.0,1.0,False,5575.060565955937,0.0005887900000000001,correct,1
hybrid,True,storage-010,What are the effects of using the 'WaitForFirstConsumer' volume binding mode?,1.0,1.0,1.0,1.0,1.0,False,6270.501045975834,0.00110494,correct,1
hybrid,True,storage-011,What does the CSINode object hold information about?,1.0,1.0,1.0,1.0,1.0,False,1768.7354430090636,0.00031342,correct,1
hybrid,True,storage-012,How can I select ClusterTrustBundles when using the clusterTrustBundle projected volume source?,1.0,1.0,1.0,1.0,1.0,False,6895.6594709306955,0.00086946,correct,1
hybrid,True,storage-013,What is the role of the `StorageClass` API object in dynamic volume provisioning?,1.0,1.0,1.0,1.0,1.0,False,2987.0955121004954,0.00040398999999999996,correct,1
hybrid,True,unanswerable-001,How can I configure AWS EKS to automatically scale my managed node groups based on specific CloudWatch metrics?,1.0,0.0,0.0,1.0,0.0,False,3818.9356789225712,0.00038082,correct,1
hybrid,True,unanswerable-002,How can I customize the resource requests and limits for individual components within an Istio service mesh when using the IstioOperator custom resource?,1.0,0.0,0.0,1.0,0.0,False,5450.205227942206,0.0006750899999999999,correct,1
hybrid,True,unanswerable-003,What proprietary options does the Calico CNI plugin offer for integrating with AWS VPC CNI for enhanced network policies?,1.0,0.0,1.0,1.0,0.0,False,5299.686068086885,0.00084098,ambiguous,2
hybrid,True,unanswerable-004,What is the expected release date for Kubernetes v1.33 and what are the SLA guarantees associated with that version?,1.0,0.0,1.0,1.0,0.0,False,3169.3820719374344,0.00047733,ambiguous,1
hybrid,True,unanswerable-005,How can I configure IAM roles for service accounts in AWS EKS to limit permissions for a specific pod running in a managed node group?,1.0,0.5,0.0,1.0,0.0,False,4338.016781024635,0.00092934,correct,1
hybrid,True,unanswerable-006,How does Argo CD handle secret management for GitOps workflows when deploying applications in Kubernetes?,1.0,0.0,1.0,1.0,0.0,False,3277.040288085118,0.00045381,correct,1
hybrid,True,unanswerable-007,How can I use the 'kubectl manage-resources' subcommand to optimize resource allocation in my cluster?,1.0,0.0,1.0,1.0,0.0,False,3340.675705927424,0.0002926,ambiguous,1
hybrid,True,unanswerable-008,What are the specific configuration options provided by the Calico CNI plugin for enabling eBPF-based networking features in Kubernetes v1.32?,1.0,0.0,1.0,1.0,0.0,False,4071.71329902485,0.00049235,incorrect,2
hybrid,True,unanswerable-009,What are the specific release dates for the Kubernetes v1.32 upgrade compared to the previous v1.31 version?,1.0,0.0,1.0,1.0,0.0,False,5498.768687946722,0.00046627999999999996,incorrect,2
hybrid,True,unanswerable-010,How can I configure auto-scaling for managed node groups in AWS EKS based on custom metrics?,1.0,0.0,0.0,1.0,0.0,False,3435.64228201285,0.00039655,correct,1
hybrid,True,unanswerable-011,How can I customize the Prometheus Operator's alerting rules for specific applications without modifying the default configuration in Kubernetes?,1.0,0.0,0.0,1.0,0.0,False,5278.758745989762,0.0005168099999999999,incorrect,2
hybrid,True,unanswerable-012,How do I use the 'kubectl manage-policies' command to apply network policies in my Kubernetes cluster?,1.0,0.4,0.0,1.0,0.0,False,2707.0325639797375,0.00030642,correct,1
hybrid,True,unanswerable-013,What proprietary options does the Calico CNI plugin provide for enabling eBPF-based networking enhancements in Kubernetes v1.32?,1.0,0.0,1.0,1.0,0.0,False,3175.9759460110217,0.00045853999999999996,incorrect,2
hybrid,True,unanswerable-014,"What is the expected timeline for the v1.32 to v1.33 Kubernetes version upgrade, including any specific dates for release candidates and stable releases?",1.0,0.0,1.0,1.0,0.0,False,4903.866386041045,0.00063546,ambiguous,2
hybrid,True,unanswerable-015,How can I set up automatic scaling for Amazon EKS managed node groups based on custom metrics using the AWS console?,1.0,0.0,1.0,1.0,0.0,False,4209.048912976868,0.00050521,correct,1
hybrid,True,unanswerable-016,What are the best practices for managing Helm chart dependencies in a multi-environment setup using Argo CD for CI/CD pipelines?,1.0,0.0,1.0,1.0,0.0,False,5119.435603031889,0.00047701,ambiguous,2
hybrid,True,unanswerable-017,What proprietary options does the Calico CNI plugin provide for configuring network policies that are not covered in the Kubernetes v1.32 documentation?,1.0,0.0,1.0,1.0,0.0,False,3580.117981065996,0.0006136099999999999,ambiguous,1
hybrid,True,unanswerable-018,"What is the expected Service Level Agreement (SLA) for Kubernetes v1.32 when running in a managed cloud environment, such as Google Kubernetes Engine or Azure Kubernetes Service?",1.0,0.0,1.0,1.0,0.0,False,3757.979613961652,0.00042735999999999995,incorrect,2
hybrid,True,unanswerable-019,How does Argo CD handle syncing git repository changes when there are conflicting resources in the target Kubernetes cluster?,1.0,0.0,1.0,1.0,0.0,False,4541.257621021941,0.00055772,incorrect,2
hybrid,True,unanswerable-020,What are the specific configuration options available for the AWS VPC CNI plugin in Kubernetes v1.32 that are not documented in the core Kubernetes documentation?,1.0,0.0,1.0,1.0,0.0,False,2990.917510003783,0.00047717,ambiguous,1
hybrid,True,unanswerable-021,What are the specific SLA commitments for Kubernetes v1.32 regarding support response times during critical incidents?,1.0,0.0,1.0,1.0,0.0,False,5255.011274013668,0.00045073,ambiguous,2
hybrid,True,version-sensitive-001,What happens to the `adminAccess` field when the DRAAdminAccess feature is disabled in Kubernetes?,1.0,1.0,1.0,1.0,1.0,False,3423.2335259439424,0.00036162,correct,1
hybrid,True,version-sensitive-002,What is the apiVersion for a PersistentVolumeClaim in the version documented in this chunk?,0.0,1.0,1.0,1.0,1.0,False,3111.3311739172786,0.00053496,correct,1
hybrid,True,version-sensitive-003,How do you approve a CertificateSigningRequest (CSR) using the Kubernetes API in this version?,1.0,0.0,1.0,0.75,1.0,False,7550.112011958845,0.00042548,correct,1
hybrid,True,version-sensitive-004,What field can be used to specify non-base64 encoded strings directly when creating a Secret in Kubernetes?,1.0,1.0,1.0,1.0,1.0,False,3982.503344072029,0.00105205,correct,1
hybrid,True,version-sensitive-005,What label is deprecated in Kubernetes v1.17 in favor of topology.kubernetes.io/region?,1.0,1.0,1.0,1.0,1.0,False,3840.665533905849,0.0003298,correct,1
hybrid,True,version-sensitive-006,What is the status of the `azureDisk` in-tree storage driver in Kubernetes version 1.27?,1.0,1.0,1.0,1.0,1.0,False,2303.2722029602155,0.00027583999999999996,correct,1
hybrid,True,version-sensitive-007,What is the apiVersion required for configuring kube-proxy in a user namespace?,1.0,1.0,1.0,1.0,1.0,False,2025.1485570333898,0.00019709999999999997,correct,1
hybrid,True,version-sensitive-008,What must be specified alongside `x-kubernetes-embedded-resource: true` to ensure that nothing is pruned from the embedded object in a Custom Resource Definition?,1.0,1.0,1.0,1.0,1.0,False,2380.867036059499,0.00031789000000000003,correct,1
hybrid,True,version-sensitive-009,What command-line parameters were removed in Kubernetes 1.24 regarding the management of CNI plugins by kubelet?,1.0,1.0,1.0,1.0,1.0,False,3790.0187299819663,0.00052561,correct,1
hybrid,True,version-sensitive-010,What is the apiVersion required for a Deployment resource in Kubernetes as specified in the deployment.yaml file?,0.0,1.0,1.0,1.0,1.0,False,4944.807659019716,0.0006456999999999999,correct,1
hybrid,True,version-sensitive-011,What is the correct apiVersion for the LeaderMigrationConfiguration resource in the specified Kubernetes version?,1.0,1.0,1.0,1.0,1.0,False,4070.3284919727594,0.00050826,correct,1
hybrid,True,version-sensitive-012,What is the status of the annotation 'experimental.windows.kubernetes.io/isolation-type' in Kubernetes version 1.20?,1.0,1.0,1.0,1.0,1.0,False,7162.686764029786,0.0003791,correct,1
hybrid,True,version-sensitive-013,What is the behavior of CoreDNS regarding FQDNs for stub-domains and nameservers?,1.0,1.0,1.0,1.0,1.0,False,4149.427262018435,0.0005686,correct,1
hybrid,True,version-sensitive-014,What happens to the `.metadata.deletionTimestamp` when a delete request for a resource is sent in Kubernetes?,1.0,1.0,1.0,1.0,1.0,False,5275.616171071306,0.00110744,correct,1
hybrid,True,version-sensitive-015,What is the apiVersion for PolicyList in Kubernetes audit configuration?,1.0,1.0,1.0,1.0,1.0,False,2450.1953639555722,0.00028765999999999997,correct,1
hybrid,True,version-sensitive-016,What must a Gateway reference in order to be managed by a specific controller in Kubernetes?,1.0,1.0,1.0,1.0,1.0,False,3484.683230984956,0.00064879,correct,1
hybrid,True,version-sensitive-017,What is the purpose of the `subPath` property in volume mounts for a Pod in Kubernetes?,1.0,1.0,1.0,1.0,1.0,False,3994.81307703536,0.0008246499999999999,correct,1
hybrid,True,version-sensitive-018,What option must be used with `kubectl delete` to delete a ReplicaSet without affecting its Pods in this version of Kubernetes?,1.0,1.0,1.0,1.0,1.0,False,3787.6905519515276,0.00066815,correct,1
hybrid,True,version-sensitive-019,What annotation was used in Kubernetes to indicate a critical Pod before it was removed in favor of Pod Priority?,1.0,1.0,1.0,1.0,1.0,False,3479.420076007955,0.00033162,correct,1
hybrid,True,version-sensitive-020,What is the default value for `failurePolicy` in admission webhooks in this version of Kubernetes?,1.0,1.0,1.0,1.0,1.0,False,2838.0199120147154,0.00046735,correct,1
hybrid,True,version-sensitive-021,What happens to the manually specified values in the `rules` field of an aggregated ClusterRole?,1.0,1.0,1.0,1.0,1.0,False,2588.616363937035,0.00035933,correct,1
hybrid,True,version-sensitive-022,What is the behavior of the generatorOptions regarding the appending of content hash suffixes to generated ConfigMaps and Secrets in the kustomization.yaml file?,1.0,1.0,1.0,1.0,1.0,False,5020.4736680025235,0.00103425,correct,1
hybrid,True,version-sensitive-023,"In Kubernetes v1.16, what is the required configuration for the `service` stanza in the `webhookClientConfig` when using a conversion webhook?",1.0,1.0,1.0,1.0,1.0,False,2662.4276919756085,0.00038119,correct,1
hybrid,True,version-sensitive-024,How can pods be removed from a ReplicationController's target set in the documented Kubernetes version?,1.0,1.0,1.0,0.9,1.0,False,4913.882123073563,0.00047783,correct,1
hybrid,True,version-sensitive-025,What is the supported API version for kubeadm configuration validation in this version of kubeadm?,1.0,1.0,1.0,1.0,1.0,False,6258.560067042708,0.00048628999999999995,correct,1
hybrid,True,version-sensitive-026,How can administrators automatically label GPU enabled nodes in Kubernetes using Node Feature Discovery (NFD)?,1.0,1.0,1.0,1.0,1.0,False,2752.8372780652717,0.00042125999999999996,correct,1
hybrid,True,version-sensitive-027,What is the correct HTTP request method and API version for creating a ServiceCIDR in Kubernetes as of v1beta1?,1.0,1.0,1.0,1.0,1.0,False,12390.053016948514,0.0007082,correct,1
hybrid,True,version-sensitive-028,What is the required field in the `AuthorizationConfiguration` for the `apiserver.k8s.io/v1alpha1` API version?,1.0,1.0,1.0,1.0,1.0,False,4711.285691009834,0.0007148599999999999,correct,1
hybrid,True,version-sensitive-029,"What is the valid value for the `k8s.io/deprecated` annotation in Kubernetes, and what does it indicate?",1.0,1.0,1.0,1.0,1.0,False,6861.322055920027,0.0006206,correct,1
hybrid,True,version-sensitive-030,What happens when you set the `.spec.internalTrafficPolicy` of a Service to `Local` in this version of Kubernetes?,1.0,1.0,1.0,0.9,1.0,False,3375.6686500273645,0.0005189,correct,1
hybrid,True,version-sensitive-031,What optional fields were introduced in the `topologySpreadConstraints` for Pods as of Kubernetes version 1.26?,1.0,1.0,1.0,1.0,1.0,False,3557.7074489556253,0.00047268,correct,1
hybrid,True,version-sensitive-032,What happens if the `ingressClassName` is omitted in the Ingress resource?,1.0,1.0,1.0,1.0,1.0,False,4740.1696550659835,0.00102634,correct,1
hybrid,True,version-sensitive-033,"In which version of Kubernetes was the VolumeAttributesClass introduced, and what is the behavior regarding the immutability of the parameters field?",1.0,1.0,1.0,1.0,1.0,False,3115.7543329754844,0.00043809,correct,1
